category,product_name,brand,price,Product_Id,size,item_num,love_count,rating,reviews_count,link
Makeup/Lip/Lip Balm & Treatment,Rose Lip Conditioner,AERIN,30.0,P398965,0.34 oz/ 10 mL,1738640,16000,4.3473,357,https://www.sephora.com/product/rose-lip-conditioner-P398965?icid2=products
Fragrance/Women/Perfume,Aegea Blossom Eau de Parfum,AERIN,30.0,P442515,1.7oz/50mL,2192177,940,4.3333,12,https://www.sephora.com/product/aegea-blossom-eau-de-parfum-P442515?icid2=products
Fragrance/Women/Perfume,Waterlily Sun,AERIN,130.0,P395768,1.7 oz / 50 mL,1659077,3693,4.3556,45,https://www.sephora.com/product/waterlily-sun-P395768?icid2=products
Fragrance/Women/Rollerballs & Travel Size,Mediterranean Honeysuckle Rollerball,AERIN,30.0,P405273,0.27 oz,1794619,5499,4.3871,31,https://www.sephora.com/product/mediterranean-honeysuckle-rollerball-P405273?icid2=products
Fragrance/Value & Gift Sets/Perfume Gift Sets,Radiant Floral Rollerball Set,AERIN,50.0,P451238,na,2298230,234,5,1,https://www.sephora.com/product/mediterranean-honeysuckle-hibiscus-palm-rollerball-set-P451238?icid2=products
Fragrance/Women/Perfume,Tangier Vanille,AERIN,130.0,P410846,1.7 oz/ 50 mL,1855626,1374,3.6364,33,https://www.sephora.com/product/tangier-vanille-P410846?icid2=products
Makeup/Eye/Eye Palettes,Amethyst Crystal Gemstone Eyeshadow Palette,Aether Beauty,58.0,P450888,na,2265858,1429,4.9615,26,https://www.sephora.com/product/amethyst-crystal-gemstone-eyeshadow-palette-P450888?icid2=products
Makeup/Eye/Eye Palettes,Rose Quartz Crystal Gemstone Eyeshadow Palette,Aether Beauty,58.0,P441803,na,2189959,6729,4.809,89,https://www.sephora.com/product/rose-quartz-crystal-gemstone-palette-P441803?icid2=products
Makeup/Eye/Eye Palettes,Solstice Eyeshadow Palette,Aether Beauty,58.0,P444401,na,2189975,3746,4.9194,62,https://www.sephora.com/product/summer-solstice-eyeshadow-palette-P444401?icid2=products
Makeup/Eye/Eye Palettes,Crystal Grid Gemstone Eyeshadow Palette,Aether Beauty,58.0,P441802,na,2189967,3123,4.9565,46,https://www.sephora.com/product/crystal-grid-gemstone-palette-P441802?icid2=products
Skincare/Value & Gift Sets,Secrets of Algae Kit,Algenist,115.0,P449623,na,2289643,8154,4.5882,17,https://www.sephora.com/product/secrets-algae-kit-P449623?icid2=products
Skincare/Treatments/Face Serums,GENIUS Liquid Collagen,Algenist,115.0,P421277,1 oz/ 30 mL,1957182,38499,3.9984,620,https://www.sephora.com/product/genius-liquid-collagen-P421277?icid2=products
Skincare/Eye Care/Eye Creams & Treatments,Complete Eye Renewal Balm,Algenist,68.0,P282938,0.5 oz/ 15 mL,1328855,26675,3.9534,859,https://www.sephora.com/product/complete-eye-renewal-balm-P282938?icid2=products
Skincare/Moisturizers/Moisturizers,GENIUS Sleeping Collagen,Algenist,98.0,P439055,2 oz/ 60 mL,2170827,14478,4.5825,1152,https://www.sephora.com/product/genius-sleeping-collagen-P439055?icid2=products
Skincare/Moisturizers/Moisturizers,GENIUS Ultimate Anti-Aging Cream,Algenist,75.0,P384537,2 oz/ 60 mL,1582477,15633,4.2795,458,https://www.sephora.com/product/genius-ultimate-anti-aging-cream-P384537?icid2=products
Skincare/Value & Gift Sets,Plump & Pout Duo,Algenist,40.0,P449873,na,2289320,4924,3.7273,11,https://www.sephora.com/product/plump-pout-duo-P449873?icid2=products
Skincare/Lip Treatments/Lip Balms & Treatments,GENIUS Liquid Collagen Lip,Algenist,35.0,P432045,0.34 oz/ 10 mL,2063014,30079,3.941,441,https://www.sephora.com/product/genius-liquid-collagen-lip-P432045?icid2=products
Skincare/Value & Gift Sets,Pure GENIUS Collection Kit,Algenist,80.0,P425424,na,1985068,7785,3.84,50,https://www.sephora.com/product/pure-genius-collection-kit-P425424?icid2=products
Skincare/Moisturizers/Decollete & Neck Creams,ELEVATE Firming & Lifting Neck Cream,Algenist,84.0,P449164,2 oz/ 60 mL,2282390,1067,4,2,https://www.sephora.com/product/elevate-firming-lifting-neck-cream-P449164?icid2=products
Skincare/Moisturizers/Moisturizers,GENIUS Collagen Calming Relief,Algenist,58.0,P453818,1.35 oz/ 40 mL,2282408,783,4.7778,9,https://www.sephora.com/product/algenist-genius-collagen-calming-relief-P453818?icid2=products
Skincare/Value & Gift Sets,Complete Eye Renewal Balm Duo,Algenist,68.0,P450568,na,2295889,535,na,na,https://www.sephora.com/product/complete-eye-renewal-balm-duo-P450568?icid2=products
Skincare/Moisturizers/Moisturizers,Overnight Restorative Cream,Algenist,94.0,P296415,2 oz/ 60 mL,1357847,8661,4.4242,231,https://www.sephora.com/product/overnight-restorative-cream-P296415?icid2=products
Skincare/Treatments/Face Serums,Liquid Gold Exfoliating Treatment,Alpha-H,20.0,P440949,3.38 oz/ 100 mL,2206134,5850,4.6296,629,https://www.sephora.com/product/liquid-gold-with-glycolic-acid-P440949?icid2=products
Skincare/Treatments/Facial Peels,Beauty Sleep Power Peel,Alpha-H,129.0,P442542,1.69 oz/ 50 mL,2206191,1109,5,3,https://www.sephora.com/product/beauty-sleep-power-peel-P442542?icid2=products
Skincare/Treatments/Face Serums,Vitamin B Serum,Alpha-H,70.0,P442539,0.85 oz/ 25 mL,2206225,997,5,3,https://www.sephora.com/product/vitamin-b-P442539?icid2=products
Skincare/Mini Size,Liquid Gold Mini,Alpha-H,20.0,P442548,1 oz/ 30 mL,2210466,3668,3.7333,15,https://www.sephora.com/product/liquid-gold-mini-P442548?icid2=products
Skincare/Moisturizers/Moisturizers,Essential Hydration Cream,Alpha-H,52.0,P442543,1.69 oz/ 50 mL,2206183,374,5,5,https://www.sephora.com/product/essential-hydration-cream-P442543?icid2=products
Skincare/Eye Care/Eye Creams & Treatments,Liquid Gold Firming Eye Cream,Alpha-H,99.0,P442537,0.51 oz/ 15 mL,2206241,534,3.7778,9,https://www.sephora.com/product/liquid-gold-firming-eye-cream-P442537?icid2=products
Skincare/Cleansers/Exfoliators,Micro Cleanse Super Scrub,Alpha-H,50.0,P442544,3.38 oz/ 100 mL,2206175,417,5,1,https://www.sephora.com/product/micro-cleanse-super-scrub-P442544?icid2=products
Skincare/Masks/Face Masks,Liquid Gold Ultimate Perfecting Mask,Alpha-H,75.0,P442547,1.69 oz/ 50 mL,2206142,569,4.3333,6,https://www.sephora.com/product/liquid-gold-ultimate-perfecting-mask-P442547?icid2=products
Skincare/Cleansers/Face Wash & Cleansers,Balancing Cleanser,Alpha-H,44.0,P442546,6.25 oz/ 185 mL,2206159,341,4.8,10,https://www.sephora.com/product/balancing-cleanser-P442546?icid2=products
Skincare/Treatments/Face Serums,Instant Facial,Alpha-H,62.0,P442538,3.38 oz/ 100 mL,2206233,398,5,2,https://www.sephora.com/product/instant-facial-P442538?icid2=products
Skincare/Cleansers/Face Wash & Cleansers,Triple Action Cleanser,Alpha-H,44.0,P442545,6.25 oz/ 185 mL,2206167,339,4.6667,3,https://www.sephora.com/product/triple-action-cleanser-P442545?icid2=products
Skincare/Moisturizers/Moisturizers,Balancing Moisturizer & Gentle Exfoliant,Alpha-H,62.0,P442541,1.69 oz/ 50 mL,2206209,448,4.2,5,https://www.sephora.com/product/balancing-moisturizer-P442541?icid2=products
Hair/Shampoo & Conditioner/Shampoo,CAVIAR Anti-Aging® Replenishing Moisture Shampoo,ALTERNA Haircare,10.0,P269705,16.5 oz/ 488 mL,1772375,25767,4.2637,732,https://www.sephora.com/product/caviar-anti-aging-replenishing-moisture-shampoo-P269705?icid2=products
Hair/Shampoo & Conditioner/Conditioner,CAVIAR Anti-Aging® Replenishing Moisture Conditioner,ALTERNA Haircare,10.0,P269706,16.5 oz/ 488 mL,1772383,24426,4.3743,537,https://www.sephora.com/product/caviar-anti-aging-replenishing-moisture-conditioner-P269706?icid2=products
Hair/Value & Gift Sets,Caviar Anti-Aging® Restructuring Bond Repair Duo,ALTERNA Haircare,57.0,P449778,na,2285898,893,4,8,https://www.sephora.com/product/caviar-anti-aging-reg-restructuring-bond-repair-duo-P449778?icid2=products
Hair/Hair Styling & Treatments/Scalp & Hair Treatments,CAVIAR Anti-Aging® Clinical Densifying Leave-In Root Treatment,ALTERNA Haircare,38.0,P309412,4.2 oz/ 125 mL,2140275,14650,3.8647,170,https://www.sephora.com/product/caviar-clinical-daily-root-scalp-stimulator-P309412?icid2=products
Hair/Hair Styling & Treatments/Hair Styling Products,CAVIAR Anti-Aging® Replenishing Moisture CC Cream,ALTERNA Haircare,42.0,P378716,5.1 oz/ 150 mL,1674308,54459,4.0372,1584,https://www.sephora.com/product/caviar-cc-cream-for-hair-10-in-1-complete-correction-P378716?icid2=products
Hair/Hair Styling & Treatments/Hair Styling Products,CAVIAR Anti-Aging® Multiplying Volume Styling Mist,ALTERNA Haircare,30.0,P405297,4.8 oz/ 142 mL,2140325,13669,4.2822,365,https://www.sephora.com/product/caviar-anti-aging-miracle-multiplying-volume-mist-P405297?icid2=products
Hair/Shampoo & Conditioner/Shampoo,CAVIAR Anti-Aging® Clinical Densifying Shampoo,ALTERNA Haircare,34.0,P309411,8.5 oz/ 250 mL,2140267,6616,4.2657,143,https://www.sephora.com/product/caviar-clinical-daily-detoxifying-shampoo-P309411?icid2=products
Hair/Hair Styling & Treatments/Hair Styling Products,CAVIAR Anti-Aging® Restructuring Bond Repair Leave-In Heat Protection Spray,ALTERNA Haircare,32.0,P435932,4.2 oz/ 125 mL,2140226,4715,4.2887,97,https://www.sephora.com/product/caviar-anti-aging-restructuring-bond-repair-leave-in-heat-protection-spray-P435932?icid2=products
Hair/Shampoo & Conditioner/Conditioner,CAVIAR Anti-Aging® Restructuring Bond Repair Conditioner,ALTERNA Haircare,34.0,P435928,8.5 oz/ 250 mL,2140176,1758,4.1798,89,https://www.sephora.com/product/caviar-anti-aging-restructing-bond-repair-conditioner-P435928?icid2=products
Hair/Shampoo & Conditioner/Conditioner,CAVIAR Anti-Aging® Replenishing Moisture Priming Leave-In Conditioner,ALTERNA Haircare,32.0,P441826,5 oz/ 147 mL,2195907,1623,4.6304,184,https://www.sephora.com/product/caviar-anti-aging-replenishing-moisture-priming-leave-in-conditioner-P441826?icid2=products
Hair/Shampoo & Conditioner/Shampoo,CAVIAR Anti-Aging® Restructuring Bond Repair Shampoo,ALTERNA Haircare,34.0,P435927,8.5 oz/ 250 mL,2140143,1854,4.1489,94,https://www.sephora.com/product/caviar-anti-aging-restructuring-bond-repair-shampoo-P435927?icid2=products
Hair/Shampoo & Conditioner/Conditioner,CAVIAR Anti-Aging® Multiplying Volume Conditioner,ALTERNA Haircare,34.0,P405299,8.5 oz/ 251 mL,2140309,2769,4.2708,96,https://www.sephora.com/product/caviar-anti-aging-bodybuilding-volume-conditioner-P405299?icid2=products
Hair/Hair Tools/Hair Straighteners & Flat Irons,Polished Perfection Mini Straightening Brush,amika,28.0,P449132,na,2280469,5279,3.45,40,https://www.sephora.com/product/polished-perfection-mini-straightening-brush-P449132?icid2=products
Hair/Hair Styling & Treatments/Hair Thinning & Hair Loss,High Tide Deep Waver,amika,120.0,P442295,na,2190171,10383,4.3636,66,https://www.sephora.com/product/high-tide-deep-waver-P442295?icid2=products
Hair/Shampoo & Conditioner/Dry Shampoo,Perk Up Dry Shampoo,amika,10.0,P393281,5.3 oz/ 153 g,2035046,37932,4.351,1040,https://www.sephora.com/product/perk-up-dry-shampoo-P393281?icid2=products
Hair/Shampoo & Conditioner/Shampoo,Bust Your Brass Cool Blonde Shampoo,amika,12.0,P419705,8 oz/ 236 mL,2034965,27751,4.3732,343,https://www.sephora.com/product/bust-your-brass-cool-blonde-shampoo-P419705?icid2=products
Hair/Shampoo & Conditioner/Conditioner,Bust Your Brass Cool Blonde Conditioner,amika,12.0,P419706,8.45 oz/ 250 mL,2034957,19240,4.457,151,https://www.sephora.com/product/bust-your-brass-cool-blonde-conditioner-P419706?icid2=products
Hair/Hair Styling & Treatments/Hair Masks,Soulfood Nourishing Mask,amika,12.0,P404916,8.5 oz/ 250 mL,2035079,44859,4.4541,1068,https://www.sephora.com/product/nourishing-mask-P404916?icid2=products
Hair/Hair Tools/Hair Straighteners & Flat Irons,Polished Perfection Straightening Brush 2.0,amika,120.0,P441833,na,2190122,7877,4.0917,109,https://www.sephora.com/product/ired-polished-perfection-straightening-brush-P441833?icid2=products
Hair/Hair Tools/Hair Straighteners & Flat Irons,Blowout Babe Thermal Brush,amika,100.0,P396012,na,1703560,13528,3.913,184,https://www.sephora.com/product/blowout-babe-thermal-brush-P396012?icid2=products
Hair/Hair Tools/Hair Dryers,The CEO 360° Lightweight Powerhouse Hair Dryer,amika,200.0,P449573,na,2190262,600,4.9286,14,https://www.sephora.com/product/the-ceo-360-lightweight-powerhouse-hair-dryer-P449573?icid2=products
Hair/Hair Styling & Treatments/Hair Primers,The Wizard Detangling Primer,amika,25.0,P404914,4 oz/ 118 mL,2035129,18217,4.381,231,https://www.sephora.com/product/the-wizard-multi-benefit-primer-P404914?icid2=products
Hair/Shampoo & Conditioner/Shampoo,Reset Clarifying Gel Shampoo,amika,25.0,P453255,6.7 oz/ 200 mL,2280303,1345,5,6,https://www.sephora.com/product/amika-reset-clarifying-gel-shampoo-P453255?icid2=products
Hair/Hair Styling & Treatments/Hair Masks,The Kure Intense Repair Mask,amika,14.0,P429596,8.5 oz/ 250 mL,2035087,10946,4.5733,75,https://www.sephora.com/product/the-kure-intense-repair-mask-P429596?icid2=products
Makeup/Face/BB & CC Cream,Color Control Cushion Compact Broad Spectrum SPF 50+,AMOREPACIFIC,60.0,P378121,1.05 oz,1496488,29823,4.0468,1068,https://www.sephora.com/product/color-control-cushion-compact-broad-spectrum-spf-50-P378121?icid2=products
Skincare/Treatments/Facial Peels,Treatment Enzyme Peel Cleansing Powder,AMOREPACIFIC,60.0,P232931,1.76 oz/ 50 g,2187698,53118,4.6361,1426,https://www.sephora.com/product/treatment-enzyme-peel-P232931?icid2=products
Skincare/Moisturizers/Mists & Essences,Vintage Single Extract Essence,AMOREPACIFIC,145.0,P422238,4.05 oz/ 120 mL,1984715,14186,4.4558,147,https://www.sephora.com/product/vintage-single-extract-essence-P422238?icid2=products
Skincare/Value & Gift Sets,Every Day Essentials,AMOREPACIFIC,65.0,P451265,na,2280162,1892,2.8,5,https://www.sephora.com/product/every-day-essentials-P451265?icid2=products
Skincare/Eye Care/Eye Creams & Treatments,TIME RESPONSE Eye Reserve Crème,AMOREPACIFIC,260.0,P436659,0.5 oz/ 15 mL,2150233,2129,4.6154,13,https://www.sephora.com/product/time-response-eye-reserve-creme-P436659?icid2=products
Skincare/Cleansers/Face Wash & Cleansers,Treatment Cleansing Foam,AMOREPACIFIC,50.0,P232930,4.1 oz/ 120 mL,1161686,13891,4.4667,435,https://www.sephora.com/product/treatment-cleansing-foam-P232930?icid2=products
Skincare/Moisturizers/Moisturizers,MOISTURE BOUND Rejuvenating Crème,AMOREPACIFIC,150.0,P282613,1.7 oz/ 50 mL,1328046,5399,4.0761,184,https://www.sephora.com/product/moisture-bound-rejuvenating-creme-P282613?icid2=products
Skincare/Eye Care/Eye Creams & Treatments,MOISTURE BOUND Rejuvenating Eye Treatment Gel,AMOREPACIFIC,85.0,P282612,0.5 oz/ 15 mL,1328038,9538,4.2121,264,https://www.sephora.com/product/moisture-bound-rejuvenating-eye-treatment-gel-P282612?icid2=products
Skincare/Value & Gift Sets,Meet Your Everyday Besties,AMOREPACIFIC,78.0,P450926,na,2280170,1771,5,1,https://www.sephora.com/product/meet-your-everyday-besties-P450926?icid2=products
Skincare/Moisturizers/Moisturizers,TIME RESPONSE Skin Reserve Crème,AMOREPACIFIC,150.0,P437678,0.5 oz/ 15 mL,2150225,869,5,5,https://www.sephora.com/product/time-response-skin-reserve-creme-P437678?icid2=products
Skincare/Moisturizers/Moisturizers,MOISTURE BOUND Refreshing Hydra-Gel Oil-Free,AMOREPACIFIC,100.0,P232940,1.7 oz/ 50 mL,1161827,9147,4.2599,377,https://www.sephora.com/product/moisture-bound-refreshing-hydra-gel-oil-free-P232940?icid2=products
Skincare/Moisturizers/Moisturizers,The Essential Creme Fluid,AMOREPACIFIC,98.0,P416953,3 oz/ 90 mL,1930924,9212,4.1143,175,https://www.sephora.com/product/the-essential-creme-fluid-P416953?icid2=products
Makeup/Eye/Eyebrow,Brow Wiz,Anastasia Beverly Hills,23.0,P202633,0.003 oz/ 0.085 g,1056084,637600,4.4221,14530,https://www.sephora.com/product/brow-wiz-P202633?icid2=products
Makeup/Lip/Lipstick,Liquid Lipstick,Anastasia Beverly Hills,20.0,P404831,0.11 oz / 3.2 g,2036408,545266,3.8433,3976,https://www.sephora.com/product/liquid-lipstick-P404831?icid2=products
Makeup/Eye/Eye Sets,Best Brows Ever Kit,Anastasia Beverly Hills,30.0,P451601, - for blonde hair with cool/ash undertone,2289478,31753,4.5484,31,https://www.sephora.com/product/best-brows-ever-kit-P451601?skuId=2289502&icid2=products
Makeup/Eye/Eyebrow,DIPBROW™ Pomade,Anastasia Beverly Hills,21.0,P384060,0.14 oz/ 4 g,1578699,491711,4.6791,10298,https://www.sephora.com/product/dipbrow-pomade-P384060?icid2=products
Makeup/Eye/Eyebrow,Brow Definer,Anastasia Beverly Hills,23.0,P404827,0.007 oz/ 0.2 g,1790534,176394,4.0083,3381,https://www.sephora.com/product/brow-definer-P404827?icid2=products
Makeup/Eye/Eye Palettes,Soft Glam Eyeshadow Palette,Anastasia Beverly Hills,42.0,P589302,na,2036481,258925,4.7318,2513,https://www.sephora.com/product/soft-glam-eyeshadow-palette-P58930227?icid2=products
Makeup/Eye/Eyebrow,Clear Brow Gel,Anastasia Beverly Hills,22.0,P69304,0.26 oz/ 7.85 ml,1012855,155853,4.4797,3646,https://www.sephora.com/product/brow-gel-P69304?icid2=products
Makeup/Lip/Lip Sets,Undressed Lip Set,Anastasia Beverly Hills,40.0,P450064,na,2272383,14929,3.4602,389,https://www.sephora.com/product/undressed-lip-set-P450064?icid2=products
Makeup/Face/Face Sets,Mini Loose Highlighter set,Anastasia Beverly Hills,30.0,P451598,na,2289577,6809,5,1,https://www.sephora.com/product/mini-loose-highlighter-set-P451598?icid2=products
Makeup/Eye/Eye Palettes,Norvina Pro Pigment Palette Vol. 3,Anastasia Beverly Hills,60.0,P450846,na,2282739,22170,4.6486,74,https://www.sephora.com/product/norvina-pro-pigment-palette-vol-3-P450846?icid2=products
Makeup/Eye/Eye Palettes,Jackie Aina Eyeshadow Palette,Anastasia Beverly Hills,45.0,P449147,na,2262277,37853,4.8092,608,https://www.sephora.com/product/jackie-aina-eyeshadow-palette-P449147?icid2=products
Makeup/Eye/Eye Palettes,Norvina Pro Pigment Palette Vol. 1,Anastasia Beverly Hills,60.0,P448161,na,2270551,23294,4.7692,91,https://www.sephora.com/product/norvina-pro-pigment-vol-1-P448161?icid2=products
Men/Other Needs/Body Products,Invigorating Rush Hair + Body Wash,Anthony,55.0,P376886,32 oz/ 946 mL,1652817,2011,4.5581,43,https://www.sephora.com/product/invigorating-rush-hair-body-wash-P376886?icid2=products
Men/Shaving/Shaving,Ingrown Hair Treatment,Anthony,32.0,P170545,2.5 oz/ 74 mL,1605591,7101,4.209,134,https://www.sephora.com/product/ingrown-hair-treatment-P170545?icid2=products
Men/Skincare/Moisturizer & Treatments,Glycolic Exfoliating & Resurfacing Wipes,Anthony,18.0,P397373,30 wipes,1710177,5602,4.5231,65,https://www.sephora.com/product/glycolic-exfoliating-resurfacing-wipes-P397373?icid2=products
Men/Skincare/Face Wash,Facial Scrub,Anthony,36.0,P9036,8 oz/ 237 mL,1605567,2235,4.5352,71,https://www.sephora.com/product/facial-scrub-P9036?icid2=products
Men/Skincare/Face Wash,Glycolic Facial Cleanser,Anthony,28.0,P9038,8 oz/ 237 mL,1629278,4390,4.3856,223,https://www.sephora.com/product/glycolic-facial-cleanser-P9038?icid2=products
Men/Shaving/Aftershave,After Shave Balm,Anthony,22.0,P9024,2.5 oz/ 75 mL,1605609,1754,4.7606,71,https://www.sephora.com/product/after-shave-balm-P9024?icid2=products
Men/Shaving/Shaving,Shave Cream,Anthony,18.5,P9022,6 oz/ 177 mL,1605575,1770,4.7474,194,https://www.sephora.com/product/shave-cream-P9022?icid2=products
Men/Skincare/Moisturizer & Treatments,Oil Free Facial Lotion,Anthony,30.0,P112400,2.5 oz,1605526,1008,4.381,42,https://www.sephora.com/product/oil-free-facial-lotion-P112400?icid2=products
Men/Skincare/Moisturizer & Treatments,Astringent Toner Pads,Anthony,26.0,P189131,60 Pads,1605559,3408,4.6574,108,https://www.sephora.com/product/astringent-toner-pads-P189131?icid2=products
Men/Skincare/Eye Cream,High Performance Continuous Moisture Eye Cream,Anthony,38.0,P72706,0.75 oz/ 22 mL,1605666,2895,4.1944,36,https://www.sephora.com/product/high-performance-continuous-moisture-eye-cream-P72706?icid2=products
Men/Skincare/Moisturizer & Treatments,High Performance Vitamin C Facial Serum,Anthony,46.0,P72704,1 oz/ 30 mL,1605674,2980,4.4211,38,https://www.sephora.com/product/high-performance-vitamin-c-facial-serum-P72704?icid2=products
Men/Skincare/Sunscreen,Day Cream Broad Spectrum Sunscreen SPF 30,Anthony,34.0,P386498,3 oz,1887173,594,3.7143,7,https://www.sephora.com/product/day-cream-broad-spectrum-sunscreen-spf-30-P386498?icid2=products
Makeup/Cheek/Blush,Certified Organic Baked Blush,Antonym,36.0,P421434,0.28 oz/ 8 g,1977487,8979,4.2045,44,https://www.sephora.com/product/certified-organic-baked-blush-P421434?icid2=products
Makeup/Face/Foundation,Skin Esteem Organic Liquid Foundation,Antonym,52.0,P425621,1.06 oz/ 30 mL,2016269,2180,3.375,24,https://www.sephora.com/product/skin-esteem-organic-liquid-foundation-P425621?icid2=products
Makeup/Eye/Eyeliner,Certified Natural Waterproof Eye Pencil,Antonym,19.0,P421433,0.04 oz/ 1.4 g,1977578,1564,3.3846,13,https://www.sephora.com/product/certified-natural-waterproof-eye-pencil-P421433?icid2=products
Makeup/Cheek/Blush,Organic Certified Highlighting Blush,Antonym,42.0,P421619,0.28 oz/ 8 g,1977511,3198,4,13,https://www.sephora.com/product/organic-certified-highlighting-blush-P421619?icid2=products
Makeup/Eye/Eye Palettes,Certified Organic Eyeshadow Quattro,Antonym,39.0,P421436,0.21 oz/ 6 g,1977537,5697,4.25,8,https://www.sephora.com/product/certified-organic-eyeshadow-quattro-P421436?icid2=products
Makeup/Face/Highlighter,Certified Organic Highlighter,Antonym,42.0,P421437,0.28 oz/ 8 g,1977529,3743,3.6316,19,https://www.sephora.com/product/certified-organic-highlighter-P421437?icid2=products
Hair/Hair Tools/Hair Accessories,Lisse Luxe Hair Turban,Aquis,30.0,P410897,Desert Rose,1855956,26508,4.2451,257,https://www.sephora.com/product/lisse-luxe-hair-turban-P410897?icid2=products
Hair/Hair Tools/Hair Accessories,Lisse Luxe Hair Towel,Aquis,30.0,P412766,19 x 42 in/ 50 x 107 cm,1883768,9342,4.6101,954,https://www.sephora.com/product/lisse-luxe-hair-towel-P412766?icid2=products
Hair/Hair Tools/Hair Accessories,Waffle Luxe Hair Turban,Aquis,40.0,P410734,Blush,2200426,14591,4.3643,140,https://www.sephora.com/product/waffle-luxe-hair-turban-P410734?icid2=products
Hair/Hair Tools/Hair Accessories,Lisse Luxe Long Hair Towel,Aquis,35.0,P412783,19 x 52 in / 50 x 132 cm,1883834,13704,4.4497,149,https://www.sephora.com/product/lisse-luxe-long-hair-towel-P412783?icid2=products
Hair/Hair Tools/Hair Accessories,03 Prime Rapid-Dry Hair Turban,Aquis,30.0,P437295,na,2146181,3820,4.5185,27,https://www.sephora.com/product/03-prime-rapid-dry-hair-turban-P437295?icid2=products
Hair/Hair Tools/Hair Accessories,Waffle Luxe Long Hair Towel,Aquis,45.0,P412784,19 x 52 in / 50 x 132 cm,1883875,6308,4.48,75,https://www.sephora.com/product/waffle-luxe-long-hair-towel-P412784?icid2=products
